Timestamp,Milliseconds,X,Y,Z
2019-10-30 20:58:15,1,0.029373169,-0.3463745,-0.48631287
2019-10-30 20:58:15,12,0.032302856,-0.21401978,-0.30415344
2019-10-30 20:58:15,21,0.0072631836,-0.369812,-0.2381134
2019-10-30 20:58:15,31,-0.07182312,-0.4776764,-0.3166809
2019-10-30 20:58:15,41,-0.077423096,-0.7072296,-0.3904419
2019-10-30 20:58:15,52,-0.08753967,-1.140274,-0.55262756
2019-10-30 20:58:15,62,-0.09312439,-1.2422638,-0.63838196
2019-10-30 20:58:15,71,-0.108306885,-1.2896729,-0.8112335
2019-10-30 20:58:15,81,-0.08061218,-1.021759,-0.9252167
2019-10-30 20:58:15,92,0.1063385,-0.25476074,-0.81681824
2019-10-30 20:58:15,101,0.1686554,0.018478394,-0.71987915
2019-10-30 20:58:15,111,0.21765137,0.74658203,-0.44024658
2019-10-30 20:58:15,122,0.11380005,1.0456543,-0.32226562
2019-10-30 20:58:15,131,-0.05558777,1.2893372,-0.28019714
2019-10-30 20:58:15,141,-0.21244812,1.3633728,-0.30575562
2019-10-30 20:58:15,152,-0.33387756,1.1625671,-0.36488342
2019-10-30 20:58:15,162,-0.3647766,0.77134705,-0.37446594
2019-10-30 20:58:15,171,-0.3043213,0.024871826,-0.32893372
2019-10-30 20:58:15,181,-0.33229065,-0.9756775,-0.21653748
2019-10-30 20:58:15,191,-0.1879425,-0.5258789,0.041519165
2019-10-30 20:58:15,202,0.09887695,-0.07980347,0.3022461
2019-10-30 20:58:15,211,0.08103943,0.23526001,0.436203
2019-10-30 20:58:15,221,-0.13148499,0.823822,0.48173523
2019-10-30 20:58:15,232,-0.33148193,1.032074,0.42660522
2019-10-30 20:58:15,241,-0.46090698,1.159378,0.32221985
2019-10-30 20:58:15,251,-0.5618439,1.112503,0.19384766
2019-10-30 20:58:15,261,-0.6886139,0.93859863,0.018875122
2019-10-30 20:58:15,272,-0.8694458,0.4736023,-0.20721436
2019-10-30 20:58:15,281,-1.0097961,6.2561035E-4,-0.40350342
2019-10-30 20:58:15,291,-1.080368,-0.45370483,-0.55236816
2019-10-30 20:58:15,302,-1.0883484,-0.7916565,-0.6863251
2019-10-30 20:58:15,311,-0.9562683,-0.90937805,-0.7827301
2019-10-30 20:58:15,321,-0.69847107,-1.1248169,-0.8314667
2019-10-30 20:58:15,332,-0.3924713,-1.6553192,-0.8431854
2019-10-30 20:58:15,341,-0.025756836,-1.969574,-0.75556946
2019-10-30 20:58:15,351,0.47251892,-1.7605133,-0.1949768
2019-10-30 20:58:15,361,1.0988922,-1.6233673,0.22288513
2019-10-30 20:58:15,371,1.5327301,-1.8332214,0.2913208
2019-10-30 20:58:15,382,1.19104,-1.851593,-0.096969604
2019-10-30 20:58:15,391,0.6123352,-1.3466644,-0.30895996
2019-10-30 20:58:15,401,0.26586914,-0.69950867,-0.07060242
2019-10-30 20:58:15,412,0.20353699,-0.22787476,0.41888428
2019-10-30 20:58:15,421,0.36999512,0.20436096,0.75871277
2019-10-30 20:58:15,432,0.68904114,0.5449829,0.7930603
2019-10-30 20:58:15,441,1.0509644,0.5979767,0.63619995
2019-10-30 20:58:15,451,1.2331238,0.50450134,0.5483246
2019-10-30 20:58:15,461,1.6919861,-0.50723267,0.22235107
2019-10-30 20:58:15,472,2.0088959,-1.7333527,-0.13478088
2019-10-30 20:58:15,481,2.431549,-2.9722595,-0.54011536
2019-10-30 20:58:15,491,2.930359,-3.9866486,-0.8242798
2019-10-30 20:58:15,502,3.4360962,-4.6226196,-0.82321167
2019-10-30 20:58:15,511,3.8707123,-4.8287506,-0.6234741
2019-10-30 20:58:15,522,4.155945,-4.6178284,-0.36328125
2019-10-30 20:58:15,531,4.243286,-4.1539,0.0066375732
2019-10-30 20:58:15,541,4.1961517,-3.5759888,0.3853302
2019-10-30 20:58:15,552,4.0368958,-3.0979614,0.6662903
2019-10-30 20:58:15,561,3.8688507,-2.884369,0.8966522
2019-10-30 20:58:15,571,3.7189178,-2.9914246,1.1022491
2019-10-30 20:58:15,581,3.6802979,-3.4201965,1.378952
2019-10-30 20:58:15,592,3.706131,-4.056961,1.7238312
2019-10-30 20:58:15,601,3.6717834,-5.0575104,2.0652618
2019-10-30 20:58:15,611,3.6893616,-5.8410187,2.309204
2019-10-30 20:58:15,621,3.6786957,-6.318512,2.5046692
2019-10-30 20:58:15,631,3.5223694,-6.316391,2.6013489
2019-10-30 20:58:15,641,3.2217102,-5.854065,2.6159973
2019-10-30 20:58:15,652,2.8744354,-5.037277,2.6452942
2019-10-30 20:58:15,661,2.452591,-4.1232758,2.6737823
2019-10-30 20:58:15,671,1.9862671,-3.3602753,2.720398
2019-10-30 20:58:15,681,1.581192,-2.8713226,2.8452911
2019-10-30 20:58:15,692,1.2533569,-2.6606598,2.971527
2019-10-30 20:58:15,701,1.0195312,-2.6476135,2.9803162
2019-10-30 20:58:15,711,0.88531494,-2.6074066,2.8650055
2019-10-30 20:58:15,721,0.67652893,-2.4758453,2.8234558
2019-10-30 20:58:15,733,0.22218323,-2.1456146,2.888977
2019-10-30 20:58:15,741,-0.08807373,-1.8092499,3.0322418
2019-10-30 20:58:15,751,-0.3053894,-1.6169739,3.1534271
2019-10-30 20:58:15,762,-1.2518768,-0.9194946,3.4852448
2019-10-30 20:58:15,771,-2.1315155,-0.606308,3.6365204
2019-10-30 20:58:15,781,-3.01622,-0.5248108,3.7965698
2019-10-30 20:58:15,791,-3.6971893,-0.7429199,3.9561005
2019-10-30 20:58:16,801,-4.0210266,-1.1985931,4.1555634
2019-10-30 20:58:16,811,-3.9826813,-1.7863464,4.524414
2019-10-30 20:58:16,822,-3.9246216,-2.3634644,4.94812
2019-10-30 20:58:16,831,-3.9185028,-2.558136,5.116165
2019-10-30 20:58:16,841,-4.1121063,-2.5546722,5.501526
2019-10-30 20:58:16,851,-4.2844086,-1.956253,5.6991425
2019-10-30 20:58:16,862,-4.286804,-1.174881,5.587555
2019-10-30 20:58:16,871,-3.891861,-0.6646271,5.022156
2019-10-30 20:58:16,881,-2.9488373,-0.614563,4.067688
2019-10-30 20:58:16,891,-1.7884979,-0.9160309,3.119873
2019-10-30 20:58:16,901,-0.92111206,-1.197525,2.419983
2019-10-30 20:58:16,911,-0.601532,-1.2585144,2.140091
2019-10-30 20:58:16,922,-0.769577,-1.0278778,2.2330322
2019-10-30 20:58:16,931,-1.1549377,-0.5746155,2.506012
2019-10-30 20:58:16,941,-1.4446869,-0.15969849,2.6500854
2019-10-30 20:58:16,952,-1.4934235,-0.014022827,2.5656586
2019-10-30 20:58:16,961,-1.3394928,-0.08166504,2.3536682
2019-10-30 20:58:16,971,-1.1501465,-0.18365479,2.1307678
2019-10-30 20:58:16,981,-1.0489349,-0.15969849,1.8727112
2019-10-30 20:58:16,992,-1.0318909,-0.068603516,1.5515289
2019-10-30 20:58:16,1001,-1.0864868,0.08772278,1.1707001
2019-10-30 20:58:16,1011,-1.1307068,0.2730713,0.8452606
2019-10-30 20:58:16,1021,-1.0830231,0.4539032,0.6226196
2019-10-30 20:58:16,1032,-0.80152893,0.6677551,0.52249146
2019-10-30 20:58:16,1041,-0.771698,0.6046295,0.47773743
2019-10-30 20:58:16,1051,-0.80552673,0.5271454,0.39704895
2019-10-30 20:58:16,1062,-0.91311646,0.49838257,0.2953186
2019-10-30 20:58:16,1071,-1.0785065,0.38865662,0.121673584
2019-10-30 20:58:16,1081,-1.2268372,0.25523376,-0.115875244
2019-10-30 20:58:16,1091,-1.2603912,0.26507568,-0.3875122
2019-10-30 20:58:16,1101,-1.2337646,0.33406067,-0.5379791
2019-10-30 20:58:16,1111,-1.0356293,0.6736145,-1.0495758
2019-10-30 20:58:16,1121,-0.8944702,0.75483704,-1.4325409
2019-10-30 20:58:16,1131,-0.76239014,0.4650879,-1.8432007
2019-10-30 20:58:16,1142,-0.7488098,0.076797485,-2.277298
2019-10-30 20:58:16,1151,-0.9964752,-0.0864563,-2.764923
2019-10-30 20:58:16,1161,-1.5291138,-0.07394409,-3.3505554
2019-10-30 20:58:16,1171,-2.0601501,0.0032958984,-3.8799896
2019-10-30 20:58:16,1181,-2.3213959,0.3955841,-4.205429
2019-10-30 20:58:16,1192,-2.1592102,1.16922,-4.3124847
2019-10-30 20:58:16,1201,-1.2718506,1.675766,-4.4371185
2019-10-30 20:58:16,1211,0.3686676,1.5466003,-4.7969055
2019-10-30 20:58:16,1221,2.127945,1.1383362,-5.764435
2019-10-30 20:58:16,1231,3.090683,0.9308777,-7.049408
2019-10-30 20:58:16,1241,3.1708374,1.3633728,-8.112289
2019-10-30 20:58:16,1252,2.878952,2.2430115,-8.636398
2019-10-30 20:58:16,1261,2.8792267,2.8510132,-8.716553
2019-10-30 20:58:16,1271,3.3415527,2.6904297,-8.682724
2019-10-30 20:58:16,1281,3.9295654,2.1439362,-8.414551
2019-10-30 20:58:16,1292,4.288574,1.7324829,-8.013214
2019-10-30 20:58:16,1301,4.3391724,1.6105194,-7.537033
2019-10-30 20:58:16,1311,4.23024,1.5886688,-7.126114
2019-10-30 20:58:16,1321,4.127182,1.587616,-6.814789
2019-10-30 20:58:16,1331,4.135437,1.6581879,-6.589752
2019-10-30 20:58:16,1341,4.359146,2.005722,-6.440613
2019-10-30 20:58:16,1352,4.3386383,1.9290314,-6.176697
2019-10-30 20:58:16,1361,3.8712463,1.6038513,-5.6081085
2019-10-30 20:58:16,1371,2.8637695,1.2376709,-4.666687
2019-10-30 20:58:16,1382,1.7436523,1.2901306,-3.4586792
2019-10-30 20:58:16,1391,0.9503021,1.6677704,-2.1260223
2019-10-30 20:58:16,1401,0.60354614,1.9141083,-0.75982666
2019-10-30 20:58:16,1411,0.62779236,1.8347473,0.53074646
2019-10-30 20:58:16,1421,0.75668335,1.4983978,1.7560577
2019-10-30 20:58:16,1432,0.71699524,1.1276855,2.9030914
2019-10-30 20:58:16,1441,0.5007477,0.8880005,3.8500977
2019-10-30 20:58:16,1451,0.25627136,0.8440552,4.567032
2019-10-30 20:58:16,1461,0.05067444,0.90130615,5.0724945
2019-10-30 20:58:16,1472,-0.1091156,0.8381958,5.438675
2019-10-30 20:58:16,1481,-0.22149658,0.5977173,5.7233734
2019-10-30 20:58:16,1491,-0.3013916,0.28479004,5.961731
2019-10-30 20:58:16,1502,-0.42630005,-0.024398804,6.2320404
2019-10-30 20:58:16,1511,-0.6558533,-0.24198914,6.5377655
2019-10-30 20:58:16,1522,-0.95599365,-0.36369324,6.824585
2019-10-30 20:58:16,1531,-1.3930206,-0.37860107,7.1628113
2019-10-30 20:58:16,1542,-2.0068817,-0.2401123,7.5303345
2019-10-30 20:58:16,1551,-2.566681,-0.06008911,7.9492493
2019-10-30 20:58:16,1561,-2.8380585,-0.040115356,8.720764
2019-10-30 20:58:16,1571,-2.6297913,0.018478394,8.73114
2019-10-30 20:58:16,1581,-2.3213959,-0.54478455,8.736206
2019-10-30 20:58:16,1591,-1.8598785,-1.3000641,8.644058
2019-10-30 20:58:16,1601,-1.2036743,-1.3570557,7.19104
2019-10-30 20:58:16,1612,-0.58795166,-1.0292206,5.439743
2019-10-30 20:58:16,1621,-0.08035278,-0.6915283,3.8013763
2019-10-30 20:58:16,1631,0.19821167,-0.56555176,2.8716583
2019-10-30 20:58:16,1642,0.21206665,-0.37913513,2.6583405
2019-10-30 20:58:16,1651,-0.15357971,-0.07260132,2.7922974
