0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-0.21332158,-0.2267606000000001,-0.25119516,-0.28418186,-0.31839028,-0.34771177,-0.378255,-0.39902443,-0.40757653,-0.40024614,-0.38192022,-0.3684812,-0.35137698,-0.3403814000000001,-0.28784704,-0.18644352,-0.08381826,-0.020288318,0.012698377,0.0004810824,0.0
-0.047166362,-0.119248405,-0.07648788,-0.06427058599999999,-0.11802668,-0.09725728,-0.11558322,-0.09725728,-0.015401401,0.118988834,0.2533791,0.45740792,0.9351040999999999,1.030399,1.1012594,1.1073680000000001,1.075603,0.9680908000000001,0.85446995,0.809266,0.0
0.75428814,0.7897183000000001,0.8776828000000001,0.9436562,0.88623494,0.65899324,0.30102655,-0.25241688,-0.55296236,-0.77287364,-0.8864945,-0.88771623,-1.0208848,-1.2713393,-1.5596675,-1.7893525000000001,-1.9298514,-2.0422506,-2.0679069,-2.1790842999999995,0.0
-2.2365055,-2.1705322,-1.9738337,-1.602428,-1.195592,-0.78997785,-0.5053149,-0.4271242,-0.5639579,-1.0526497,-1.3812950000000002,-1.5828803,-1.5743281999999998,-1.3409779,-1.051428,-0.77653885,-0.7069003,-0.7667649999999999,-0.8620599,-0.9023770000000001,0.0
-0.89138144,-0.7679866999999999,-0.5285278,-0.22553886,0.0884456,0.40853873,0.7762793,0.9057825999999999,0.91922164,0.85324824,0.7481795,0.6528845999999999,0.5905764,0.55025935,0.5026119000000001,0.41586912,0.21428373,0.111658454,0.09944116,0.20695335,0.0
0.42808640000000003,0.71274936,0.971756,1.1244721000000002,1.1354678,0.9094478000000001,0.7860531,0.5197161,0.27659196,0.021250482999999997,-0.07893134,-0.11191803,-0.07037923,0.007811459200000002,0.094554245,0.18984914,0.23260967,0.29736137,0.34989572,0.3657782,0.0
0.36089128,0.32912633,0.26926157,0.19840124,0.13609305,0.08355868,0.012698377,-0.09725728,-0.28051665,-0.41124170000000004,-0.6824657,-0.80952555,-0.86816853,-0.8522860999999999,-0.76432157,-0.6714701,-0.50164974,-0.34649006,-0.29151222,-0.25241688,0.0
-0.19866082,-0.18277834,-0.17178278,-0.16933931,-0.1644524,-0.15956548,-0.14490473,-0.10703111400000001,-0.015401401,0.042019885,0.11043672,0.23749658,0.30713520000000005,0.37188685,0.42442122,0.4696252,0.5160509,0.5575897,0.5905764,0.6198979,0.0
0.68831474,0.7469578,0.8117094,0.8764610999999999,0.92899543,0.96931255,0.99863404,1.0084078,1.0047426,0.9803081,0.9570951999999999,0.9277736999999999,0.8947870000000001,0.8471396000000001,0.80682254,0.78727484,0.7811661999999999,0.7701706,0.7494012,0.70908415,0.0
0.6027937,0.47939906,0.3279046,0.14831033,-0.06793577,-0.32449892,-0.5236409000000001,-0.7252261999999999,-0.9451375,-1.195592,-1.2798914,-1.2957739,-1.2298004999999999,-1.1015188999999999,-0.92558986,-0.7069003,-0.4894324000000001,-0.3073947,-0.18644352,-0.1229136,0.0
-0.13635263,-0.18277834,-0.26219073,-0.36237255,-0.44545013,-0.4979845000000001,-0.5211974,-0.5285278,-0.5260843000000001,-0.5260843000000001,-0.53585815,-0.5712883000000001,-0.63115305,-0.7166741,-0.8241863000000001,-0.94269407,-1.0538714,-1.1479446000000002,-1.2090311000000002,-1.2065876,0.0
-1.1198448,-0.9952284,-0.8315167,-0.6555876,-0.48576722,-0.35137698,-0.26096898,-0.19010872,-0.09237036,-0.06427058599999999,-0.027618691,-0.004405835,-0.010514483,-0.023953505,-0.03128388,-0.023953505,0.016363565,0.0884456,0.18618396,0.34623054,0.0
0.42808640000000003,0.5722505,0.65899324,0.67976266,0.62722826,0.51482916,0.36211303,0.12265402,0.0004810824,-0.06793577,-0.08503999,-0.05327501,0.013920106000000002,0.10188462,0.19840124,0.29369617,0.37555206,0.44152543,0.48795116,0.5221596,0.0
0.5221596,0.48917288,0.4769556,0.45618618,0.42686468,0.4024301,0.38899106,0.38288242,0.38288242,0.38776934,0.39632145,0.40976048,0.43175159999999996,0.45618618,0.4867294,0.5246029999999999,0.569807,0.6186762,0.67609745,0.74207085,0.0
0.8141529000000001,0.8935653,0.97053427,1.0609422,1.1012594,1.1195853,1.1195853,1.102481,1.0682726,1.01696,0.926552,0.8569134,0.78849655,0.732297,0.69197994,0.66265845,0.64433247,0.6198979,0.5746939,0.5123856999999999,0.0
0.38288242,0.16785799999999998,-0.03494907,-0.23409098,-0.40757653,-0.53585815,-0.6091619,-0.61527056,-0.545632,-0.41246346,-0.27807322,-0.14123954,-0.07770961,0.068897925,0.1177671,0.11654537,0.06034583,-0.03983599,-0.1644524,-0.37092465,0.0
-0.4393415,-0.6262661,-0.72278273,-0.7838691999999999,-0.7863127,-0.7386651999999999,-0.66780496,-0.5798404,-0.4894324000000001,-0.40391135,-0.31228164,-0.23409098,-0.18522179,-0.14734818,-0.10947457,-0.05938366,0.004146271,0.07989349,0.17518839,0.2741485,0.0
0.30957866,0.3743303,0.38776934,0.3865476,0.3779955,0.35966957,0.33523497,0.31202212,0.27292678,0.24482697,0.23016621,0.22650102,0.23260967,0.24116178,0.26315293,0.30957866,0.36944340000000003,0.42564294,0.46107309999999996,0.42564294,0.0
0.38288242,0.18984914,0.02858086,-0.13635263,-0.28662533,-0.40513307,-0.48454547,-0.5114236,-0.49187586,-0.43078938,-0.34649006,-0.31350335,-0.23653443,-0.20721292,-0.17911315,-0.15467857,-0.13390917,-0.119248405,-0.09847901,-0.06793577,0.0
-0.041057717,-0.026396964,-0.004405835,-0.003184106,-0.004405835,-0.000740647,0.015141835,0.039576426,0.06645447,0.12754095,0.15319726,0.23994005,0.30469173,0.37677377,0.45007753,0.51849437,0.58080256,0.6357804,0.6858713000000001,0.7200797,0.0
0.75795335,0.7701706,0.76772714,0.7494012,0.71274936,0.66021496,0.60035026,0.53437686,0.4696252,0.41953429999999997,0.38776934,0.35966957,0.34012190000000003,0.31080037,0.26070946,0.18251877,0.068897925,-0.07893134,-0.25363863,-0.42590246,0.0
-0.6091619,-0.6507006999999999,-0.6103835999999999,-0.5578493,-0.25486034,0.044463344,0.3743303,0.6870930000000001,0.9424345,1.102481,1.1305808000000002,1.0206251,0.8398091999999999,0.6186762,0.3743303,0.13120613,-0.09725728,-0.29395568,-0.46011090000000004,-0.6384834,0.0
-0.7044568,-0.7240045,-0.7386651999999999,-0.72766966,-0.71789587,-0.7166741,-0.7203393,-0.71789587,-0.70934373,-0.68124396,-0.58472735,-0.49187586,-0.40024614,-0.3440466,-0.24753001,-0.143683,-0.026396964,0.07989349,0.1629711,0.23138794,0.0
0.33890015,0.37921724,0.45862964,0.58446777,0.6565498000000001,0.69686687,0.7041972,0.6699888,0.5893547,0.45862964,0.22283584,0.09211078,0.016363565,-0.022731777,-0.01784486,0.015141835,0.04812853,0.04935026,0.017585296,-0.023953505,0.0
-0.11313976,-0.17422624,-0.28784704,-0.36359426,-0.41612864,-0.4356763,-0.42956766,-0.4014679,-0.3733681,-0.35504216,-0.34160313,-0.32449892,-0.2988426,-0.274408,-0.24508655,-0.21332158,-0.17544797,-0.1351309,-0.09481382,-0.05938366,0.0
-0.011736212,0.016363565,0.08355868,0.13609305,0.19473606,0.25948775,0.33034804,0.4060953,0.4867294,0.61012405,0.6492194,0.7469578,0.78849655,0.8446961,0.86668724,0.87157416,0.8654655000000001,0.83858746,0.7823879,0.69564515,0.0
0.5869112,0.4684035,0.33890015,0.13609305,0.013920106000000002,-0.07648788,-0.11802668,-0.11802668,-0.08259652599999999,-0.07770961,-0.099700734,-0.20476946,-0.27929494,-0.39535925,-0.45766744,-0.47843683,-0.44545013,-0.35992908,-0.22309542,-0.045944635,0.0
0.1593059,0.49161634,0.60035026,0.8764610999999999,1.0035209999999999,1.0597205,1.0426162,0.9607604,0.8312571,0.6712104999999999,0.48795116,0.20817508,0.023693942000000003,-0.14856991,-0.3025078,-0.43078938,-0.5309712,-0.604275,-0.6421486,-0.649479,0.0
-0.66536146,-0.6714701,-0.6726918000000001,-0.66780496,-0.6592528,-0.64703554,-0.61160535,-0.5444102,-0.44789359999999995,-0.26585590000000003,-0.19377391,0.033467777000000004,0.18740568,0.3230177,0.43297333,0.5074988,0.54659414,0.5527028,0.52704644,0.4781773,0.0
0.38288242,0.30835690000000004,0.14953206,0.061567555999999996,0.0053680004000000005,-0.022731777,-0.042279445,-0.06427058599999999,-0.088705175,-0.10703111400000001,-0.11680495,-0.061827115999999994,0.022472214,0.112880185,0.19473606,0.23260967,0.24849215,0.22650102,0.17641011,0.087223865,0.0
-0.015401401,-0.11191803,-0.21698676,-0.32205546,-0.41735035,-0.50409317,-0.58106214,-0.6409269000000001,-0.68490916,-0.7020134,-0.6861309,-0.6714701,-0.5871708000000001,-0.5114236,-0.42345902,-0.33549450000000003,-0.24508655,-0.15101337,-0.061827115999999994,0.024915673,0.0
0.109215,0.1922926,0.32179594,0.3816607,0.47939906,0.5551461999999999,0.6247848000000001,0.6809844,0.72863185,0.76772714,0.7933835,0.7946052,0.777501,0.7469578,0.7017538000000001,0.65532804,0.61012405,0.57591563,0.5575897,0.55148107,0.0
0.5490376,0.54659414,0.5392638000000001,0.49894673,0.46107309999999996,0.41342565,0.37066513,0.33523497,0.29736137,0.23138794,0.13364959,-0.07404442,-0.2267606000000001,-0.34649006,-0.39535925,-0.3697029000000001,-0.26829937,-0.07893134,0.18740568,0.5074988,0.0
0.9913037,1.1415764,1.4421218999999998,1.5850642,1.5618513,1.4213524,1.1831151000000002,0.85813516,0.48917288,0.10554981,-0.2560821,-0.69590473,-0.90482044,-1.0550932,-1.1613836000000002,-1.2395743000000001,-1.3018825,-1.3507516000000002,-1.3935122,-1.4423814,0.0
-1.5266806999999998,-1.5669978,-1.602428,-1.6537406000000003,-1.6622927,-1.6488537,-1.6122018,-1.5584457,-1.4851419,-1.3971775,-1.2908870000000001,-1.1699357,-0.95124614,-0.80586034,-0.6836874,-0.58472735,-0.4979845000000001,-0.42345902,-0.3525987,-0.28662533,0.0
